site_id,site_name,state,latitude,longitude,sample_date,characteristic,result_value,unit
USGS-413510081340100,,,,,2017-09-07,Escherichia coli,240.0,MPN/100 ml
USGS-413510081340100,,,,,2017-09-07,Turbidity,11.0,NTRU
USGS-413510081340100,,,,,2017-09-07,Wave height,1.8,ft
USGS-413510081340100,,,,,2017-07-24,Escherichia coli,2500.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-24,Wave height,1.2,ft
USGS-412928081560220,,,,,2017-06-07,"Temperature, water",17.4,deg C
USGS-412928081560220,,,,,2017-06-07,Escherichia coli,430.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-07,Turbidity,120.0,NTRU
USGS-412928081560220,,,,,2017-06-07,Wave height,2.0,ft
USGS-412928081560220,,,,,2017-08-11,"Temperature, water",21.9,deg C
USGS-412928081560220,,,,,2017-08-11,Escherichia coli,12.0,MPN/100 ml
USGS-412928081560220,,,,,2017-08-11,Turbidity,4.4,NTRU
USGS-412928081560220,,,,,2017-08-11,Wave height,0.1,ft
USGS-413510081340100,,,,,2017-07-27,"Temperature, water",23.4,deg C
USGS-413510081340100,,,,,2017-07-27,Escherichia coli,8.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-27,Turbidity,2.6,NTRU
USGS-413510081340100,,,,,2017-07-27,Wave height,0.1,ft
USGS-04208000,,,,,2017-08-03,"Height, gage",3.17,ft
USGS-04208000,,,,,2017-08-03,Stream width measure,120.0,ft
USGS-04208000,,,,,2017-08-03,"Temperature, water",24.3,deg C
USGS-04208000,,,,,2017-08-03,Barometric pressure,747.0,mm/Hg
USGS-04208000,,,,,2017-08-03,"Stream flow, instantaneous",407.0,ft3/s
USGS-04208000,,,,,2017-08-03,Number of sampling points,10.0,count
USGS-04208000,,,,,2017-08-03,Specific conductance,920.0,uS/cm @25C
USGS-04208000,,,,,2017-08-03,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-08-03,Oxygen,8.2,mg/l
USGS-04208000,,,,,2017-08-03,Oxygen,100.0,% saturatn
USGS-04208000,,,,,2017-08-03,pH,8.0,std units
USGS-04208000,,,,,2017-08-03,Nitrite,0.041,mg/l as N
USGS-04208000,,,,,2017-08-03,Nitrate,3.82,mg/l as N
USGS-04208000,,,,,2017-08-03,Inorganic nitrogen (nitrate and nitrite),3.86,mg/l as N
USGS-04208000,,,,,2017-08-03,Orthophosphate,0.064,mg/l asPO4
USGS-04208000,,,,,2017-08-03,Phosphorus,0.093,mg/l as P
USGS-04208000,,,,,2017-08-03,Orthophosphate,0.021,mg/l as P
USGS-04208000,,,,,2017-08-03,Chloride,160.0,mg/l
USGS-04208000,,,,,2017-08-03,"Height, gage",0.97,m
USGS-04208000,,,,,2017-08-03,"Stream flow, instantaneous",12.0,m3/sec
USGS-04208000,,,,,2017-08-03,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",4.46,mg/l
USGS-04208000,,,,,2017-08-03,Turbidity,42.0,FNU
USGS-04208000,,,,,2017-08-03,Nitrate,16.9,mg/l asNO3
USGS-04208000,,,,,2017-08-03,Nitrite,0.134,mg/l asNO2
USGS-04208000,,,,,2017-08-03,Suspended Sediment Concentration (SSC),37.0,mg/l
USGS-04208000,,,,,2017-08-03,Suspended Sediment Discharge,41.0,tons/day
USGS-413510081340100,,,,,2017-06-26,Turbidity,19.0,NTRU
USGS-413510081340100,,,,,2017-06-26,Escherichia coli,110.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-26,Wave height,2.0,ft
USGS-04208000,,,,,2017-04-05,Stream width measure,140.0,ft
USGS-04208000,,,,,2017-04-05,"Temperature, water",11.3,deg C
USGS-04208000,,,,,2017-04-05,Barometric pressure,730.0,mm/Hg
USGS-04208000,,,,,2017-04-05,Specific conductance,568.0,uS/cm @25C
USGS-04208000,,,,,2017-04-05,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-04-05,Oxygen,9.8,mg/l
USGS-04208000,,,,,2017-04-05,Oxygen,93.0,% saturatn
USGS-04208000,,,,,2017-04-05,pH,8.1,std units
USGS-04208000,,,,,2017-04-05,Turbidity,920.0,NTRU
USGS-04208000,,,,,2017-04-04,Stream width measure,140.0,ft
USGS-04208000,,,,,2017-04-04,"Temperature, water",11.3,deg C
USGS-04208000,,,,,2017-04-04,Barometric pressure,730.0,mm/Hg
USGS-04208000,,,,,2017-04-04,"Stream flow, instantaneous",5890.0,ft3/s
USGS-04208000,,,,,2017-04-04,"Height, gage",12.19,ft
USGS-04208000,,,,,2017-04-04,Specific conductance,568.0,uS/cm @25C
USGS-04208000,,,,,2017-04-04,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-04-04,Oxygen,9.8,mg/l
USGS-04208000,,,,,2017-04-04,Oxygen,93.0,% saturatn
USGS-04208000,,,,,2017-04-04,pH,8.1,std units
USGS-04208000,,,,,2017-04-04,Organic Nitrogen,0.74,mg/l
USGS-04208000,,,,,2017-04-04,Ammonia and ammonium,0.11,mg/l as N
USGS-04208000,,,,,2017-04-04,Nitrite,0.019,mg/l as N
USGS-04208000,,,,,2017-04-04,Nitrate,0.534,mg/l as N
USGS-04208000,,,,,2017-04-04,Inorganic nitrogen (nitrate and nitrite),0.553,mg/l as N
USGS-04208000,,,,,2017-04-04,Orthophosphate,0.049,mg/l asPO4
USGS-04208000,,,,,2017-04-04,Phosphorus,1.17,mg/l as P
USGS-04208000,,,,,2017-04-04,Orthophosphate,0.016,mg/l as P
USGS-04208000,,,,,2017-04-04,Chloride,103.0,mg/l
USGS-04208000,,,,,2017-04-04,"Height, gage",3.72,m
USGS-04208000,,,,,2017-04-04,"Stream flow, instantaneous",167.0,m3/sec
USGS-04208000,,,,,2017-04-04,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1.41,mg/l
USGS-04208000,,,,,2017-04-04,Turbidity,920.0,FNU
USGS-04208000,,,,,2017-04-04,Ammonia and ammonium,0.146,mg/l NH4
USGS-04208000,,,,,2017-04-04,Nitrate,2.36,mg/l asNO3
USGS-04208000,,,,,2017-04-04,Nitrite,0.063,mg/l asNO2
USGS-04208000,,,,,2017-04-04,Suspended Sediment Concentration (SSC),1650.0,mg/l
USGS-04208000,,,,,2017-04-04,Suspended Sediment Discharge,26200.0,tons/day
USGS-412922081442303,,,,,2017-07-09,"Temperature, water",22.3,deg C
USGS-412922081442303,,,,,2017-07-09,Escherichia coli,15.0,MPN/100 ml
USGS-412922081442303,,,,,2017-07-09,Turbidity,7.9,NTRU
USGS-412922081442303,,,,,2017-07-09,Wave height,0.2,ft
USGS-412928081560220,,,,,2017-07-27,"Temperature, water",22.3,deg C
USGS-412928081560220,,,,,2017-07-27,Escherichia coli,48.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-27,Turbidity,7.0,NTRU
USGS-412928081560220,,,,,2017-07-27,Wave height,0.0,ft
USGS-412928081560220,,,,,2017-05-27,Escherichia coli,1.0,MPN/100 ml
USGS-412928081560220,,,,,2017-05-27,Turbidity,8.8,NTRU
USGS-412928081560220,,,,,2017-05-27,Wave height,0.0,ft
USGS-412928081560220,,,,,2017-05-22,Wave height,1.5,ft
USGS-412928081560220,,,,,2017-05-22,"Temperature, water",14.0,deg C
USGS-412928081560220,,,,,2017-05-22,Escherichia coli,61.0,MPN/100 ml
USGS-412928081560220,,,,,2017-05-22,Turbidity,27.0,NTRU
USGS-412922081442303,,,,,2017-05-26,"Temperature, water",15.1,deg C
USGS-412922081442303,,,,,2017-05-26,Escherichia coli,61.0,MPN/100 ml
USGS-412922081442303,,,,,2017-05-26,Turbidity,25.0,NTRU
USGS-412922081442303,,,,,2017-05-26,Wave height,1.1,ft
USGS-412922081442303,,,,,2017-08-31,"Temperature, water",20.6,deg C
USGS-412922081442303,,,,,2017-08-31,Escherichia coli,240.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-31,Turbidity,4.7,NTRU
USGS-412922081442303,,,,,2017-08-31,Wave height,1.8,ft
USGS-413510081340100,,,,,2017-06-18,Escherichia coli,2400.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-18,Turbidity,4.1,NTRU
USGS-413510081340100,,,,,2017-06-18,Wave height,0.4,ft
USGS-04208000,,,,,2017-09-05,Number of sampling points,10.0,count
USGS-04208000,,,,,2017-09-05,"Height, gage",3.98,ft
USGS-04208000,,,,,2017-09-05,Barometric pressure,741.0,mm/Hg
USGS-04208000,,,,,2017-09-05,Stream width measure,120.0,ft
USGS-04208000,,,,,2017-09-05,"Temperature, water",21.8,deg C
USGS-04208000,,,,,2017-09-05,"Stream flow, instantaneous",889.0,ft3/s
USGS-04208000,,,,,2017-09-05,Specific conductance,1030.0,uS/cm @25C
USGS-04208000,,,,,2017-09-05,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-09-05,Oxygen,8.5,mg/l
USGS-04208000,,,,,2017-09-05,Oxygen,100.0,% saturatn
USGS-04208000,,,,,2017-09-05,pH,8.0,std units
USGS-04208000,,,,,2017-09-05,Organic Nitrogen,0.65,mg/l
USGS-04208000,,,,,2017-09-05,Ammonia and ammonium,0.03,mg/l as N
USGS-04208000,,,,,2017-09-05,Nitrite,0.102,mg/l as N
USGS-04208000,,,,,2017-09-05,Nitrate,5.46,mg/l as N
USGS-04208000,,,,,2017-09-05,Inorganic nitrogen (nitrate and nitrite),5.56,mg/l as N
USGS-04208000,,,,,2017-09-05,Orthophosphate,0.287,mg/l asPO4
USGS-04208000,,,,,2017-09-05,Phosphorus,0.241,mg/l as P
USGS-04208000,,,,,2017-09-05,Orthophosphate,0.093,mg/l as P
USGS-04208000,,,,,2017-09-05,Chloride,174.0,mg/l
USGS-04208000,,,,,2017-09-05,"Height, gage",1.21,m
USGS-04208000,,,,,2017-09-05,"Stream flow, instantaneous",25.0,m3/sec
USGS-04208000,,,,,2017-09-05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",6.24,mg/l
USGS-04208000,,,,,2017-09-05,Turbidity,22.0,FNU
USGS-04208000,,,,,2017-09-05,Ammonia and ammonium,0.038,mg/l NH4
USGS-04208000,,,,,2017-09-05,Nitrate,24.2,mg/l asNO3
USGS-04208000,,,,,2017-09-05,Nitrite,0.336,mg/l asNO2
USGS-04208000,,,,,2017-09-05,Suspended Sediment Concentration (SSC),92.0,mg/l
USGS-04208000,,,,,2017-09-05,Suspended Sediment Discharge,221.0,tons/day
USGS-413510081340100,,,,,2017-07-31,"Temperature, water",21.8,deg C
USGS-413510081340100,,,,,2017-07-31,Escherichia coli,20.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-31,Turbidity,2.3,NTRU
USGS-413510081340100,,,,,2017-07-31,Wave height,0.1,ft
USGS-412928081560220,,,,,2017-07-07,"Temperature, water",22.9,deg C
USGS-412928081560220,,,,,2017-07-07,Escherichia coli,1000.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-07,Turbidity,32.0,NTRU
USGS-412928081560220,,,,,2017-07-07,Wave height,0.5,ft
USGS-412922081442303,,,,,2017-06-08,Escherichia coli,19.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-08,Wave height,0.2,ft
USGS-412928081560220,,,,,2017-06-06,"Temperature, water",17.9,deg C
USGS-412928081560220,,,,,2017-06-06,Escherichia coli,440.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-06,Turbidity,79.0,NTRU
USGS-412928081560220,,,,,2017-06-06,Wave height,2.0,ft
USGS-412922081442303,,,,,2017-08-25,"Temperature, water",21.7,deg C
USGS-412922081442303,,,,,2017-08-25,Escherichia coli,19.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-25,Turbidity,7.3,NTRU
USGS-412922081442303,,,,,2017-08-25,Wave height,0.6,ft
USGS-412922081442303,,,,,2017-06-29,"Temperature, water",20.6,deg C
USGS-412922081442303,,,,,2017-06-29,Escherichia coli,4.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-29,Turbidity,6.4,NTRU
USGS-412922081442303,,,,,2017-06-29,Wave height,0.2,ft
USGS-412922081442303,,,,,2017-07-20,"Temperature, water",25.4,deg C
USGS-412922081442303,,,,,2017-07-20,Escherichia coli,100.0,MPN/100 ml
USGS-412922081442303,,,,,2017-07-20,Turbidity,2.9,NTRU
USGS-412922081442303,,,,,2017-07-20,Wave height,0.2,ft
USGS-412922081442303,,,,,2017-07-03,"Temperature, water",22.8,deg C
USGS-412922081442303,,,,,2017-07-03,Escherichia coli,57.0,MPN/100 ml
USGS-412922081442303,,,,,2017-07-03,Turbidity,8.1,NTRU
USGS-412922081442303,,,,,2017-07-03,Wave height,0.7,ft
USGS-412737081380500,,,,,2017-03-27,"Temperature, water",10.5,deg C
USGS-412737081380500,,,,,2017-03-27,"Temperature, air",15.1,deg C
USGS-412737081380500,,,,,2017-03-27,"Flow rate, instantaneous",0.09,gal/min
USGS-412737081380500,,,,,2017-03-27,Specific conductance,1030.0,uS/cm @25C
USGS-412737081380500,,,,,2017-03-27,"Acidity, (H+)",5e-05,mg/l
USGS-412737081380500,,,,,2017-03-27,Oxygen,7.4,mg/l
USGS-412737081380500,,,,,2017-03-27,pH,7.3,std units
USGS-412737081380500,,,,,2017-03-27,Carbon dioxide,22.0,mg/l
USGS-412737081380500,,,,,2017-03-27,Carbonate,0.2,mg/l
USGS-412737081380500,,,,,2017-03-27,Bicarbonate,270.0,mg/l
USGS-412737081380500,,,,,2017-03-27,Depth to water level below land surface,2.06,m
USGS-412737081380500,,,,,2017-03-27,Alkalinity,221.0,mg/l CaCO3
USGS-412737081380500,,,,,2017-03-27,Oxidation reduction potential (ORP),154.0,mV
USGS-412737081380500,,,,,2017-03-27,Turbidity,1.3,NTRU
USGS-412737081380500,,,,,2017-03-27,Hydroxide,0.0,mg/l
USGS-412737081380500,,,,,2017-03-27,Depth to water level below land surface,6.76,ft
USGS-412922081442303,,,,,2017-06-30,"Temperature, water",22.1,deg C
USGS-412922081442303,,,,,2017-06-30,Escherichia coli,17.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-30,Turbidity,7.5,NTRU
USGS-412922081442303,,,,,2017-06-30,Wave height,0.4,ft
USGS-413510081340100,,,,,2017-05-22,"Temperature, water",15.0,deg C
USGS-413510081340100,,,,,2017-05-22,Escherichia coli,480.0,MPN/100 ml
USGS-413510081340100,,,,,2017-05-22,Turbidity,13.0,NTRU
USGS-413510081340100,,,,,2017-05-22,Wave height,1.3,ft
USGS-412922081442303,,,,,2017-09-02,"Temperature, water",18.1,deg C
USGS-412922081442303,,,,,2017-09-02,Escherichia coli,64.0,MPN/100 ml
USGS-412922081442303,,,,,2017-09-02,Turbidity,8.0,NTRU
USGS-412922081442303,,,,,2017-09-02,Wave height,1.0,ft
USGS-412738081381400,,,,,2017-03-27,"Temperature, water",12.4,deg C
USGS-412738081381400,,,,,2017-03-27,"Temperature, air",15.8,deg C
USGS-412738081381400,,,,,2017-03-27,"Flow rate, instantaneous",0.09,gal/min
USGS-412738081381400,,,,,2017-03-27,Specific conductance,1290.0,uS/cm @25C
USGS-412738081381400,,,,,2017-03-27,"Acidity, (H+)",2e-05,mg/l
USGS-412738081381400,,,,,2017-03-27,Oxygen,0.6,mg/l
USGS-412738081381400,,,,,2017-03-27,pH,7.8,std units
USGS-412738081381400,,,,,2017-03-27,Carbon dioxide,9.5,mg/l
USGS-412738081381400,,,,,2017-03-27,Carbonate,1.3,mg/l
USGS-412738081381400,,,,,2017-03-27,Bicarbonate,361.0,mg/l
USGS-412738081381400,,,,,2017-03-27,Depth to water level below land surface,2.12,m
USGS-412738081381400,,,,,2017-03-27,Alkalinity,298.0,mg/l CaCO3
USGS-412738081381400,,,,,2017-03-27,Oxidation reduction potential (ORP),121.0,mV
USGS-412738081381400,,,,,2017-03-27,Turbidity,6.2,NTRU
USGS-412738081381400,,,,,2017-03-27,Hydroxide,0.0,mg/l
USGS-412738081381400,,,,,2017-03-27,Depth to water level below land surface,6.96,ft
USGS-412928081560220,,,,,2017-07-02,"Temperature, water",21.2,deg C
USGS-412928081560220,,,,,2017-07-02,Escherichia coli,57.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-02,Turbidity,8.2,NTRU
USGS-412928081560220,,,,,2017-07-02,Wave height,0.1,ft
USGS-413510081340100,,,,,2017-06-25,Escherichia coli,140.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-25,Turbidity,26.0,NTRU
USGS-413510081340100,,,,,2017-06-25,Wave height,1.7,ft
USGS-413510081340100,,,,,2017-06-10,Wave height,0.5,ft
USGS-413510081340100,,,,,2017-06-10,Escherichia coli,55.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-10,Turbidity,5.1,NTRU
USGS-412922081442303,,,,,2017-06-20,"Temperature, water",22.7,deg C
USGS-412922081442303,,,,,2017-06-20,Escherichia coli,130.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-20,Turbidity,17.0,NTRU
USGS-412922081442303,,,,,2017-06-20,Wave height,2.0,ft
USGS-413510081340100,,,,,2017-07-29,Escherichia coli,100.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-29,Turbidity,17.0,NTRU
USGS-413510081340100,,,,,2017-07-29,Wave height,1.2,ft
USGS-413510081340100,,,,,2017-09-05,"Temperature, water",21.3,deg C
USGS-413510081340100,,,,,2017-09-05,Escherichia coli,21.0,MPN/100 ml
USGS-413510081340100,,,,,2017-09-05,Turbidity,5.0,NTRU
USGS-413510081340100,,,,,2017-09-05,Wave height,0.3,ft
USGS-413510081340100,,,,,2017-08-27,Wave height,0.0,ft
USGS-413510081340100,,,,,2017-08-27,Escherichia coli,5.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-27,Turbidity,1.1,NTRU
USGS-412928081560220,,,,,2017-07-01,"Temperature, water",21.1,deg C
USGS-412928081560220,,,,,2017-07-01,Escherichia coli,100.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-01,Turbidity,11.0,NTRU
USGS-412928081560220,,,,,2017-07-01,Wave height,0.1,ft
USGS-412928081560220,,,,,2017-07-14,"Temperature, water",22.1,deg C
USGS-412928081560220,,,,,2017-07-14,Escherichia coli,160.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-14,Turbidity,11.0,NTRU
USGS-412928081560220,,,,,2017-07-14,Wave height,0.3,ft
USGS-412737081380501,,,,,2017-03-27,Carbon dioxide,168.0,mg/l
USGS-412737081380501,,,,,2017-03-27,"Temperature, water",10.3,deg C
USGS-412737081380501,,,,,2017-03-27,"Temperature, air",15.3,deg C
USGS-412737081380501,,,,,2017-03-27,"Flow rate, instantaneous",0.07,gal/min
USGS-412737081380501,,,,,2017-03-27,Specific conductance,1410.0,uS/cm @25C
USGS-412737081380501,,,,,2017-03-27,"Acidity, (H+)",0.00015,mg/l
USGS-412737081380501,,,,,2017-03-27,Oxygen,0.6,mg/l
USGS-412737081380501,,,,,2017-03-27,pH,6.8,std units
USGS-412737081380501,,,,,2017-03-27,Carbonate,0.3,mg/l
USGS-412737081380501,,,,,2017-03-27,Bicarbonate,686.0,mg/l
USGS-412737081380501,,,,,2017-03-27,Depth to water level below land surface,2.49,m
USGS-412737081380501,,,,,2017-03-27,Alkalinity,563.0,mg/l CaCO3
USGS-412737081380501,,,,,2017-03-27,Oxidation reduction potential (ORP),-49.4,mV
USGS-412737081380501,,,,,2017-03-27,Turbidity,3.7,NTRU
USGS-412737081380501,,,,,2017-03-27,Hydroxide,0.0,mg/l
USGS-412737081380501,,,,,2017-03-27,Depth to water level below land surface,8.16,ft
USGS-412928081560220,,,,,2017-08-25,"Temperature, water",20.3,deg C
USGS-412928081560220,,,,,2017-08-25,Escherichia coli,68.0,MPN/100 ml
USGS-412928081560220,,,,,2017-08-25,Turbidity,16.0,NTRU
USGS-412928081560220,,,,,2017-08-25,Wave height,2.5,ft
USGS-413510081340100,,,,,2017-08-03,Escherichia coli,2000.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-03,Turbidity,3.1,NTRU
USGS-413510081340100,,,,,2017-08-03,Wave height,0.1,ft
USGS-412922081442303,,,,,2018-07-27,"Temperature, water",23.1,deg C
USGS-412922081442303,,,,,2018-07-27,Escherichia coli,120.0,MPN/100 ml
USGS-412922081442303,,,,,2018-07-27,Turbidity,10.0,NTRU
USGS-412922081442303,,,,,2018-07-27,Wave height,1.1,ft
USGS-412922081442303,,,,,2018-07-16,"Temperature, water",25.2,deg C
USGS-412922081442303,,,,,2018-07-16,Escherichia coli,10.0,MPN/100 ml
USGS-412922081442303,,,,,2018-07-16,Turbidity,3.3,NTRU
USGS-412922081442303,,,,,2018-07-16,Wave height,0.1,ft
USGS-413510081340100,,,,,2018-06-10,Escherichia coli,25.0,MPN/100 ml
USGS-413510081340100,,,,,2018-06-10,Turbidity,3.4,NTRU
USGS-413510081340100,,,,,2018-06-10,Wave height,0.2,ft
USGS-412928081560220,,,,,2018-08-17,"Temperature, water",23.1,deg C
USGS-412928081560220,,,,,2018-08-17,Escherichia coli,24.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-17,Turbidity,3.8,NTRU
USGS-412928081560220,,,,,2018-08-17,Wave height,0.3,ft
USGS-413510081340100,,,,,2018-06-30,Escherichia coli,290.0,MPN/100 ml
USGS-413510081340100,,,,,2018-06-30,Turbidity,3.1,NTRU
USGS-413510081340100,,,,,2018-06-30,Wave height,0.3,ft
USGS-412922081442303,,,,,2018-06-16,"Temperature, water",21.9,deg C
USGS-412922081442303,,,,,2018-06-16,Escherichia coli,3.0,MPN/100 ml
USGS-412922081442303,,,,,2018-06-16,Turbidity,1.8,NTRU
USGS-412922081442303,,,,,2018-06-16,Wave height,0.1,ft
USGS-412928081560220,,,,,2018-08-21,"Temperature, water",23.2,deg C
USGS-412928081560220,,,,,2018-08-21,Escherichia coli,110.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-21,Turbidity,15.0,NTRU
USGS-412928081560220,,,,,2018-08-21,Wave height,0.2,ft
USGS-412928081560220,,,,,2018-07-16,"Temperature, water",22.7,deg C
USGS-412928081560220,,,,,2018-07-16,Escherichia coli,18.0,MPN/100 ml
USGS-412928081560220,,,,,2018-07-16,Turbidity,6.2,NTRU
USGS-412928081560220,,,,,2018-07-16,Wave height,0.1,ft
USGS-412922081442303,,,,,2018-07-26,Turbidity,2.7,NTRU
USGS-412922081442303,,,,,2018-07-26,"Temperature, water",25.1,deg C
USGS-412922081442303,,,,,2018-07-26,Escherichia coli,5.0,MPN/100 ml
USGS-412922081442303,,,,,2018-07-26,Wave height,0.1,ft
USGS-413510081340100,,,,,2018-05-22,Escherichia coli,290.0,MPN/100 ml
USGS-413510081340100,,,,,2018-05-22,Turbidity,7.1,NTRU
USGS-413510081340100,,,,,2018-05-22,Wave height,0.2,ft
USGS-412922081442303,,,,,2018-05-23,"Temperature, water",18.9,deg C
USGS-412922081442303,,,,,2018-05-23,Escherichia coli,52.0,MPN/100 ml
USGS-412922081442303,,,,,2018-05-23,Turbidity,23.0,NTRU
USGS-412922081442303,,,,,2018-05-23,Wave height,0.7,ft
USGS-412922081442303,,,,,2018-06-22,"Temperature, water",22.9,deg C
USGS-412922081442303,,,,,2018-06-22,Escherichia coli,71.0,MPN/100 ml
USGS-412922081442303,,,,,2018-06-22,Turbidity,38.0,NTRU
USGS-412922081442303,,,,,2018-06-22,Wave height,0.9,ft
USGS-413510081340100,,,,,2018-05-26,Escherichia coli,54.0,MPN/100 ml
USGS-413510081340100,,,,,2018-05-26,Turbidity,6.4,NTRU
USGS-413510081340100,,,,,2018-05-26,Wave height,0.3,ft
USGS-412928081560220,,,,,2018-08-08,"Temperature, water",22.6,deg C
USGS-412928081560220,,,,,2018-08-08,Escherichia coli,74.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-08,Turbidity,3.0,NTRU
USGS-412928081560220,,,,,2018-08-08,Wave height,0.4,ft
USGS-413510081340100,,,,,2018-06-28,Escherichia coli,940.0,MPN/100 ml
USGS-413510081340100,,,,,2018-06-28,Turbidity,45.0,NTRU
USGS-413510081340100,,,,,2018-06-28,Wave height,1.1,ft
USGS-413510081340100,,,,,2018-08-04,Escherichia coli,240.0,MPN/100 ml
USGS-413510081340100,,,,,2018-08-04,Turbidity,1.9,NTRU
USGS-413510081340100,,,,,2018-08-04,Wave height,0.3,ft
USGS-412928081560220,,,,,2018-07-18,"Temperature, water",22.4,deg C
USGS-412928081560220,,,,,2018-07-18,Escherichia coli,280.0,MPN/100 ml
USGS-412928081560220,,,,,2018-07-18,Turbidity,27.0,NTRU
USGS-412928081560220,,,,,2018-07-18,Wave height,2.2,ft
USGS-413510081340100,,,,,2018-07-27,Escherichia coli,910.0,MPN/100 ml
USGS-413510081340100,,,,,2018-07-27,Turbidity,25.0,NTRU
USGS-413510081340100,,,,,2018-07-27,Wave height,1.0,ft
USGS-412922081442303,,,,,2018-06-02,"Temperature, water",22.0,deg C
USGS-412922081442303,,,,,2018-06-02,Escherichia coli,310.0,MPN/100 ml
USGS-412922081442303,,,,,2018-06-02,Turbidity,27.0,NTRU
USGS-412922081442303,,,,,2018-06-02,Wave height,1.5,ft
USGS-412922081442303,,,,,2018-06-14,"Temperature, water",20.9,deg C
USGS-412922081442303,,,,,2018-06-14,Escherichia coli,10.0,MPN/100 ml
USGS-412922081442303,,,,,2018-06-14,Turbidity,14.0,NTRU
USGS-412922081442303,,,,,2018-06-14,Wave height,0.5,ft
USGS-412922081442303,,,,,2018-07-24,"Temperature, water",24.0,deg C
USGS-412922081442303,,,,,2018-07-24,Escherichia coli,180.0,MPN/100 ml
USGS-412922081442303,,,,,2018-07-24,Turbidity,5.5,NTRU
USGS-412922081442303,,,,,2018-07-24,Wave height,0.0,ft
USGS-412928081560220,,,,,2018-08-11,"Temperature, water",21.3,deg C
USGS-412928081560220,,,,,2018-08-11,Escherichia coli,160.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-11,Turbidity,17.0,NTRU
USGS-412928081560220,,,,,2018-08-11,Wave height,1.5,ft
USGS-412928081560220,,,,,2018-06-30,Turbidity,9.4,NTRU
USGS-412928081560220,,,,,2018-06-30,Wave height,0.1,ft
USGS-412928081560220,,,,,2018-06-30,"Temperature, water",23.8,deg C
USGS-412928081560220,,,,,2018-06-30,Escherichia coli,18.0,MPN/100 ml
USGS-412928081560220,,,,,2018-06-04,"Temperature, water",19.9,deg C
USGS-412928081560220,,,,,2018-06-04,Escherichia coli,140.0,MPN/100 ml
USGS-412928081560220,,,,,2018-06-04,Turbidity,43.0,NTRU
USGS-412928081560220,,,,,2018-06-04,Wave height,2.0,ft
USGS-412928081560220,,,,,2018-07-09,"Temperature, water",21.2,deg C
USGS-412928081560220,,,,,2018-07-09,Escherichia coli,20.0,MPN/100 ml
USGS-412928081560220,,,,,2018-07-09,Turbidity,12.0,NTRU
USGS-412928081560220,,,,,2018-07-09,Wave height,0.1,ft
USGS-412922081442303,,,,,2018-09-11,"Temperature, water",18.9,deg C
USGS-412922081442303,,,,,2018-09-11,Escherichia coli,30.0,MPN/100 ml
USGS-412922081442303,,,,,2018-09-11,Turbidity,19.0,NTRU
